PMID,Title,Abstract,Journal,Year,Authors
28283910,Hyperglycemia impedes definitive endoderm differentiation of human embryonic stem cells by modulating histone methylation patterns.,"Exposure to maternal diabetes during fetal growth is a risk factor for the development of type II diabetes (T2D) in later life. Discovery of the mechanisms involved in this association should provide valuable background for therapeutic treatments. Early embryogenesis involves epigenetic changes including histone modifications. The bivalent histone methylation marks H3K4me3 and H3K27me3 are important for regulating key developmental genes during early fetal pancreas specification. We hypothesized that maternal hyperglycemia disrupted early pancreas development through changes in histone bivalency. A human embryonic stem cell line (VAL3) was used as the cell model for studying the effects of hyperglycemia upon differentiation into definitive endoderm (DE), an early stage of the pancreatic lineage. Hyperglycemic conditions significantly down-regulated the expression levels of DE markers SOX17, FOXA2, CXCR4 and EOMES during differentiation. This was associated with retention of the repressive histone methylation mark H3K27me3 on their promoters under hyperglycemic conditions. The disruption of histone methylation patterns was observed as early as the mesendoderm stage, with Wnt/β-catenin signaling being suppressed during hyperglycemia. Treatment with Wnt/β-catenin signaling activator CHIR-99021 restored the expression levels and chromatin methylation status of DE markers, even in a hyperglycemic environment. The disruption of DE development was also found in mouse embryos at day 7.5 post coitum from diabetic mothers. Furthermore, disruption of DE differentiation in VAL3 cells led to subsequent impairment in pancreatic progenitor formation. Thus, early exposure to hyperglycemic conditions hinders DE development with a possible relationship to the later impairment of pancreas specification.",Cell Tissue Res.,2017,"['Chen ACH', 'Lee YL', 'Fong SW', 'Wong CCY', 'Ng EHY', 'Yeung WSB']"
28283545,MacroH2A histone variants maintain nuclear organization and heterochromatin architecture.,"Genetic loss-of-function studies on development, cancer and somatic cell reprogramming have suggested that the group of macroH2A histone variants might function through stabilizing the differentiated state by a yet unknown mechanism. Here, we present results demonstrating that macroH2A variants have a major function in maintaining nuclear organization and heterochromatin architecture. Specifically, we find that a substantial amount of macroH2A is associated with heterochromatic repeat sequences. We further identify macroH2A on sites of interstitial heterochromatin decorated by histone H3 trimethylated on K9 (H3K9me3). Loss of macroH2A leads to major defects in nuclear organization, including reduced nuclear circularity, disruption of nucleoli and a global loss of dense heterochromatin. Domains formed by DNA repeat sequences are disorganized, expanded and fragmented, and mildly re-expressed when depleted of macroH2A. At the molecular level, we find that macroH2A is required for the interaction of repeat sequences with the nucleostructural protein lamin B1. Taken together, our results argue that a major function of macroH2A histone variants is to link nucleosome composition to higher-order chromatin architecture.",J. Cell. Sci.,2017,"['Douet J', 'Corujo D', 'Malinverni R', 'Renauld J', 'Sansoni V', 'Posavec Marjanović M', 'Cantariño N', 'Valero V', 'Mongelard F', 'Bouvet P', 'Imhof A', 'Thiry M', 'Buschbeck M']"
28278055,Comparative analyses identify molecular signature of MRI-classified SVZ-associated glioblastoma.,"Glioblastoma (GBM) is a highly aggressive brain cancer with limited therapeutic options. While efforts to identify genes responsible for GBM have revealed mutations and aberrant gene expression associated with distinct types of GBM, patients with GBM are often diagnosed and classified based on MRI features. Therefore, we seek to identify molecular representatives in parallel with MRI classification for group I and group II primary GBM associated with the subventricular zone (SVZ). As group I and II GBM contain stem-like signature, we compared gene expression profiles between these 2 groups of primary GBM and endogenous neural stem progenitor cells to reveal dysregulation of cell cycle, chromatin status, cellular morphogenesis, and signaling pathways in these 2 types of MRI-classified GBM. In the absence of IDH mutation, several genes associated with metabolism are differentially expressed in these subtypes of primary GBM, implicating metabolic reprogramming occurs in tumor microenvironment. Furthermore, histone lysine methyltransferase EZH2 was upregulated while histone lysine demethylases KDM2 and KDM4 were downregulated in both group I and II primary GBM. Lastly, we identified 9 common genes across large data sets of gene expression profiles among MRI-classified group I/II GBM, a large cohort of GBM subtypes from TCGA, and glioma stem cells by unsupervised clustering comparison. These commonly upregulated genes have known functions in cell cycle, centromere assembly, chromosome segregation, and mitotic progression. Our findings highlight altered expression of genes important in chromosome integrity across all GBM, suggesting a common mechanism of disrupted fidelity of chromosome structure in GBM.",Cell Cycle,2017,"['Lin CA', 'Rhodes CT', 'Lin C', 'Phillips JJ', 'Berger MS']"
28270561,A saga of cancer epigenetics: linking epigenetics to alternative splicing.,The discovery of an increasing number of alternative splicing events in the human genome highlighted that ∼94% of genes generate alternatively spliced transcripts that may produce different protein isoforms with diverse functions. It is now well known that several diseases are a direct and indirect consequence of aberrant splicing events in humans. In addition to the conventional mode of alternative splicing regulation by ',Biochem. J.,2017,"['Narayanan SP', 'Singh S', 'Shukla S']"
28266526,ELF-MF exposure affects the robustness of epigenetic programming during granulopoiesis.,"Extremely-low-frequency magnetic fields (ELF-MF) have been classified as ""possibly carcinogenic"" to humans on the grounds of an epidemiological association of ELF-MF exposure with an increased risk of childhood leukaemia. Yet, underlying mechanisms have remained obscure. Genome instability seems an unlikely reason as the energy transmitted by ELF-MF is too low to damage DNA and induce cancer-promoting mutations. ELF-MF, however, may perturb the epigenetic code of genomes, which is well-known to be sensitive to environmental conditions and generally deranged in cancers, including leukaemia. We examined the potential of ELF-MF to influence key epigenetic modifications in leukaemic Jurkat cells and in human CD34+ haematopoietic stem cells undergoing in vitro differentiation into the neutrophilic lineage. During granulopoiesis, sensitive genome-wide profiling of multiple replicate experiments did not reveal any statistically significant, ELF-MF-dependent alterations in the patterns of active (H3K4me2) and repressive (H3K27me3) histone marks nor in DNA methylation. However, ELF-MF exposure showed consistent effects on the reproducibility of these histone and DNA modification profiles (replicate variability), which appear to be of a stochastic nature but show preferences for the genomic context. The data indicate that ELF-MF exposure stabilizes active chromatin, particularly during the transition from a repressive to an active state during cell differentiation.",Sci Rep,2017,"['Manser M', 'Sater MR', 'Schmid CD', 'Noreen F', 'Murbach M', 'Kuster N', 'Schuermann D', 'Schär P']"
28265301,Assessing histone demethylase inhibitors in cells: lessons learned.,"BACKGROUND: Histone lysine demethylases (KDMs) are of interest as drug targets due to their regulatory roles in chromatin organization and their tight associations with diseases including cancer and mental disorders. The first KDM inhibitors for KDM1 have entered clinical trials, and efforts are ongoing to develop potent, selective and cell-active 'probe' molecules for this target class. Robust cellular assays to assess the specific engagement of KDM inhibitors in cells as well as their cellular selectivity are a prerequisite for the development of high-quality inhibitors. Here we describe the use of a high-content cellular immunofluorescence assay as a method for demonstrating target engagement in cells.
RESULTS: A panel of assays for the Jumonji C subfamily of KDMs was developed to encompass all major branches of the JmjC phylogenetic tree. These assays compare compound activity against wild-type KDM proteins to a catalytically inactive version of the KDM, in which residues involved in the active-site iron coordination are mutated to inactivate the enzyme activity. These mutants are critical for assessing the specific effect of KDM inhibitors and for revealing indirect effects on histone methylation status. The reported assays make use of ectopically expressed demethylases, and we demonstrate their use to profile several recently identified classes of KDM inhibitors and their structurally matched inactive controls. The generated data correlate well with assay results assessing endogenous KDM inhibition and confirm the selectivity observed in biochemical assays with isolated enzymes. We find that both cellular permeability and competition with 2-oxoglutarate affect the translation of biochemical activity to cellular inhibition.
CONCLUSIONS: High-content-based immunofluorescence assays have been established for eight KDM members of the 2-oxoglutarate-dependent oxygenases covering all major branches of the JmjC-KDM phylogenetic tree. The usage of both full-length, wild-type and catalytically inactive mutant ectopically expressed protein, as well as structure-matched inactive control compounds, allowed for detection of nonspecific effects causing changes in histone methylation as a result of compound toxicity. The developed assays offer a histone lysine demethylase family-wide tool for assessing KDM inhibitors for cell activity and on-target efficacy. In addition, the presented data may inform further studies to assess the cell-based activity of histone lysine methylation inhibitors.",Epigenetics Chromatin,2017,"['Hatch SB', 'Yapp C', 'Montenegro RC', 'Savitsky P', 'Gamble V', 'Tumber A', 'Ruda GF', 'Bavetsias V', 'Fedorov O', 'Atrash B', 'Raynaud F', 'Lanigan R', 'Carmichael L', 'Tomlin K', 'Burke R', 'Westaway SM', 'Brown JA', 'Prinjha RK', 'Martinez ED', 'Oppermann U', 'Schofield CJ', 'Bountra C', 'Kawamura A', 'Blagg J', 'Brennan PE', 'Rossanese O', 'Müller S']"
28262751,The SWI/SNF chromatin remodelling complex is required for maintenance of lineage specific enhancers.,"Genes encoding subunits of SWI/SNF (BAF) chromatin remodelling complexes are collectively altered in over 20% of human malignancies, but the mechanisms by which these complexes alter chromatin to modulate transcription and cell fate are poorly understood. Utilizing mouse embryonic fibroblast and cancer cell line models, here we show via ChIP-seq and biochemical assays that SWI/SNF complexes are preferentially targeted to distal lineage specific enhancers and interact with p300 to modulate histone H3 lysine 27 acetylation. We identify a greater requirement for SWI/SNF at typical enhancers than at most super-enhancers and at enhancers in untranscribed regions than in transcribed regions. Our data further demonstrate that SWI/SNF-dependent distal enhancers are essential for controlling expression of genes linked to developmental processes. Our findings thus establish SWI/SNF complexes as regulators of the enhancer landscape and provide insight into the roles of SWI/SNF in cellular fate control.",Nat Commun,2017,"['Alver BH', 'Kim KH', 'Lu P', 'Wang X', 'Manchester HE', 'Wang W', 'Haswell JR', 'Park PJ', 'Roberts CW']"
28262558,Potent and Selective KDM5 Inhibitor Stops Cellular Demethylation of H3K4me3 at Transcription Start Sites and Proliferation of MM1S Myeloma Cells.,Methylation of lysine residues on histone tail is a dynamic epigenetic modification that plays a key role in chromatin structure and gene regulation. Members of the KDM5 (also known as JARID1) sub-family are 2-oxoglutarate (2-OG) and Fe,Cell Chem Biol,2017,"['Tumber A', 'Nuzzi A', 'Hookway ES', 'Hatch SB', 'Velupillai S', 'Johansson C', 'Kawamura A', 'Savitsky P', 'Yapp C', 'Szykowska A', 'Wu N', 'Bountra C', 'Strain-Damerell C', 'Burgess-Brown NA', 'Ruda GF', 'Fedorov O', 'Munro S', 'England KS', 'Nowak RP', 'Schofield CJ', 'La Thangue NB', 'Pawlyn C', 'Davies F', 'Morgan G', 'Athanasou N', 'Müller S', 'Oppermann U', 'Brennan PE']"
28257699,Epigenetic Control of Autophagy: Nuclear Events Gain More Attention.,"Autophagy is an evolutionarily conserved catabolic process. Although the components of autophagy in cytoplasm have been well-studied, the molecular basis for the epigenetic regulation of autophagy is poorly understood. It is becoming more important to propose a ""whole-cell view"" of autophagy embracing both cytoplasmic and nuclear events. Thus, it is great timing to summarize current status and discuss future direction.",Mol. Cell,2017,"['Baek SH', 'Kim KI']"
28257484,The vaccinia virus K7 protein promotes histone methylation associated with heterochromatin formation.,"It has been well established that many vaccinia virus proteins suppress host antiviral pathways by targeting the transcription of antiviral proteins, thus evading the host innate immune system. However, whether viral proteins have an effect on the host's overall cellular transcription is less understood. In this study we investigated the regulation of heterochromatin during vaccinia virus infection. Heterochromatin is a highly condensed form of chromatin that is less transcriptionally active and characterized by methylation of histone proteins. We examined the change in methylation of two histone proteins, H3 and H4, which are major markers of heterochromatin, during the course of viral infection. Using immunofluorescence microscopy and flow cytometry we were able to track the overall change in the methylated levels of H3K9 and H4K20. Our results suggest that there is significant increase in methylation of H3K9 and H4K20 during Orthopoxviruses infection compared to mock-infected cells. However, this effect was not seen when we infected cells with Leporipoxviruses. We further screened several vaccinia virus single and multi-gene deletion mutant and identified the vaccinia virus gene K7R as a contributor to the increase in cellular histone methylation during infection.",PLoS ONE,2017,"['Teferi WM', 'Desaulniers MA', 'Noyce RS', 'Shenouda M', 'Umer B', 'Evans DH']"
28255755,Epigenetics: a link between addiction and social environment.,"The detrimental effects of drug abuse are apparently not limited to individuals but may also impact the vulnerability of their progenies to develop addictive behaviours. Epigenetic signatures, early life experience and environmental factors, converge to influence gene expression patterns in addiction phenotypes and consequently may serve as mediators of behavioural trait transmission between generations. The majority of studies investigating the role of epigenetics in addiction do not consider the influence of social interactions. This shortcoming in current experimental approaches necessitates developing social models that reflect the addictive behaviour in a free-living social environment. Furthermore, this review also reports on the advancement of interventions for drug addiction and takes into account the emerging roles of histone deacetylase (HDAC) inhibitors in the etiology of drug addiction and that HDAC may be a potential therapeutic target at nucleosomal level to improve treatment outcomes.",Cell. Mol. Life Sci.,2017,"['Ajonijebu DC', 'Abboussi O', 'Russell VA', 'Mabandla MV', 'Daniels WMU']"
28251751,Histone H1 chaperone activity of TAF-I is regulated by its subtype-dependent intramolecular interaction.,"Linker histone H1 is involved in the regulation of gene activity through the maintenance of higher-order chromatin structure. Previously, we have shown that template activating factor-I (TAF-I or protein SET) is involved in linker histone H1 dynamics as a histone H1 chaperone. In human and murine cells, two TAF-I subtypes exist, namely TAF-Iα and TAF-Iβ. TAF-I has a highly acidic amino acid cluster in its C-terminal region and forms homo- or heterodimers through its dimerization domain. Both dimer formation and the C-terminal region of TAF-I are essential for the histone chaperone activity. TAF-Iα exhibits less histone chaperone activity compared with TAF-Iβ even though TAF-Iα and β differ only in their N-terminal regions. However, it is unclear how subtype-specific TAF-I activities are regulated. Here, we have shown that the N-terminal region of TAF-Iα autoinhibits its histone chaperone activity via intramolecular interaction with its C-terminal region. When the interaction between the N- and C-terminal regions of TAF-Iα is disrupted, TAF-Iα shows a histone chaperone activity similar to that of TAF-Iβ. Taken together, these results provide mechanistic insights into the concept that fine tuning of TAF-I histone H1 chaperone activity relies on the subtype compositions of the TAF-I dimer.",Genes Cells,2017,"['Kajitani K', 'Kato K', 'Nagata K']"
28249877,Cardiac Fibroblast-Specific Activating Transcription Factor 3 Protects Against Heart Failure by Suppressing MAP2K3-p38 Signaling.,"BACKGROUND: Hypertensive ventricular remodeling is a common cause of heart failure. However, the molecular mechanisms regulating ventricular remodeling remain poorly understood.
METHODS: We used a discovery-driven/nonbiased approach to identify increased activating transcription factor 3 (ATF3) expression in hypertensive heart. We used loss/gain of function approaches to understand the role of ATF3 in heart failure. We also examined the mechanisms through transcriptome, chromatin immunoprecipitation sequencing analysis, and in vivo and in vitro experiments.
RESULTS: ATF3 expression increased in murine hypertensive heart and human hypertrophic heart. Cardiac fibroblast cells are the primary cell type expressing high ATF3 levels in response to hypertensive stimuli. ATF3 knockout (ATF3KO) markedly exaggerated hypertensive ventricular remodeling, a state rescued by lentivirus-mediated/miRNA-aided cardiac fibroblast-selective ATF3 overexpression. Conversely, conditional cardiac fibroblast cell-specific ATF3 transgenic overexpression significantly ameliorated ventricular remodeling and heart failure. We identified Map2K3 as a novel ATF3 target. ATF3 binds with the Map2K3 promoter, recruiting HDAC1, resulting in Map2K3 gene-associated histone deacetylation, thereby inhibiting Map2K3 expression. Genetic Map2K3 knockdown rescued the profibrotic/hypertrophic phenotype in ATF3KO cells. Last, we demonstrated that p38 is the downstream molecule of Map2K3 mediating the profibrotic/hypertrophic effects in ATF3KO animals. Inhibition of p38 signaling reduced transforming growth factor-β signaling-related profibrotic and hypertrophic gene expression, and blocked exaggerated cardiac remodeling in ATF3KO cells.
CONCLUSIONS: Our study provides the first evidence that ATF3 upregulation in cardiac fibroblasts in response to hypertensive stimuli protects the heart by suppressing Map2K3 expression and subsequent p38-transforming growth factor-β signaling. These results suggest that positive modulation of cardiac fibroblast ATF3 may represent a novel therapeutic approach against hypertensive cardiac remodeling.",Circulation,2017,"['Li Y', 'Li Z', 'Zhang C', 'Li P', 'Wu Y', 'Wang C', 'Bond Lau W', 'Ma XL', 'Du J']"
28249161,The SETD8/PR-Set7 Methyltransferase Functions as a Barrier to Prevent Senescence-Associated Metabolic Remodeling.,"Cellular senescence is an irreversible growth arrest that contributes to development, tumor suppression, and age-related conditions. Senescent cells show active metabolism compared with proliferating cells, but the underlying mechanisms remain unclear. Here we show that the SETD8/PR-Set7 methyltransferase, which catalyzes mono-methylation of histone H4 at lysine 20 (H4K20me1), suppresses nucleolar and mitochondrial activities to prevent cellular senescence. SETD8 protein was selectively downregulated in both oncogene-induced and replicative senescence. Inhibition of SETD8 alone was sufficient to trigger senescence. Under these states, the expression of genes encoding ribosomal proteins (RPs) and ribosomal RNAs as well as the cyclin-dependent kinase (CDK) inhibitor p16",Cell Rep,2017,"['Tanaka H', 'Takebayashi SI', 'Sakamoto A', 'Igata T', 'Nakatsu Y', 'Saitoh N', 'Hino S', 'Nakao M']"
28246399,Usp7-dependent histone H3 deubiquitylation regulates maintenance of DNA methylation.,"Uhrf1-dependent histone H3 ubiquitylation plays a crucial role in the maintenance of DNA methylation via the recruitment of the DNA methyltransferase Dnmt1 to DNA methylation sites. However, the involvement of deubiquitylating enzymes (DUBs) targeting ubiquitylated histone H3 in the maintenance of DNA methylation is largely unknown. With the use of Xenopus egg extracts, we demonstrate here that Usp7, a ubiquitin carboxyl-terminal hydrolase, forms a stable complex with Dnmt1 and is recruited to DNA methylation sites during DNA replication. Usp7 deubiquitylates ubiquitylated histone H3 in vitro. Inhibition of Usp7 activity or its depletion in egg extracts results in enhanced and extended binding of Dnmt1 to chromatin, suppressing DNA methylation. Depletion of Usp7 in HeLa cells causes enhanced histone H3 ubiquitylation and enlargement of Dnmt1 nuclear foci during DNA replication. Our results thus suggest that Usp7 is a key factor that regulates maintenance of DNA methylation.",Sci Rep,2017,"['Yamaguchi L', 'Nishiyama A', 'Misaki T', 'Johmura Y', 'Ueda J', 'Arita K', 'Nagao K', 'Obuse C', 'Nakanishi M']"
28246360,Multiple Histone Lysine Methyltransferases Are Required for the Establishment and Maintenance of HIV-1 Latency.,"We showed previously that the histone lysine methyltransferase (HKMT) H3K27me3 (EZH2) is the catalytic subunit of Polycomb repressive complex 2 (PRC2) and is required for the maintenance of HIV-1 latency in Jurkat T cells. Here we show, by using chromatin immunoprecipitation experiments, that both PRC2 and euchromatic histone-lysine ",mBio,2017,"['Nguyen K', 'Das B', 'Dobrowolski C', 'Karn J']"
28242760,DNA breaks and chromatin structural changes enhance the transcription of autoimmune regulator target genes.,"The autoimmune regulator (AIRE) protein is the key factor in thymic negative selection of autoreactive T cells by promoting the ectopic expression of tissue-specific genes in the thymic medullary epithelium. Mutations in AIRE cause a monogenic autoimmune disease called autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy. AIRE has been shown to promote DNA breaks via its interaction with topoisomerase 2 (TOP2). In this study, we investigated topoisomerase-induced DNA breaks and chromatin structural alterations in conjunction with AIRE-dependent gene expression. Using RNA sequencing, we found that inhibition of TOP2 religation activity by etoposide in AIRE-expressing cells had a synergistic effect on genes with low expression levels. AIRE-mediated transcription was not only enhanced by TOP2 inhibition but also by the TOP1 inhibitor camptothecin. The transcriptional activation was associated with structural rearrangements in chromatin, notably the accumulation of γH2AX and the exchange of histone H1 with HMGB1 at AIRE target gene promoters. In addition, we found the transcriptional up-regulation to co-occur with the chromatin structural changes within the genomic cluster of carcinoembryonic antigen-like cellular adhesion molecule genes. Overall, our results suggest that the presence of AIRE can trigger molecular events leading to an altered chromatin landscape and the enhanced transcription of low-expressed genes.",J. Biol. Chem.,2017,"['Guha M', 'Saare M', 'Maslovskaja J', 'Kisand K', 'Liiv I', 'Haljasorg U', 'Tasa T', 'Metspalu A', 'Milani L', 'Peterson P']"
28242625,ZMYM3 regulates BRCA1 localization at damaged chromatin to promote DNA repair.,"Chromatin connects DNA damage response factors to sites of damaged DNA to promote the signaling and repair of DNA lesions. The histone H2A variants H2AX, H2AZ, and macroH2A represent key chromatin constituents that facilitate DNA repair. Through proteomic screening of these variants, we identified ZMYM3 (zinc finger, myeloproliferative, and mental retardation-type 3) as a chromatin-interacting protein that promotes DNA repair by homologous recombination (HR). ZMYM3 is recruited to DNA double-strand breaks through bivalent interactions with both histone and DNA components of the nucleosome. We show that ZMYM3 links the HR factor BRCA1 to damaged chromatin through specific interactions with components of the BRCA1-A subcomplex, including ABRA1 and RAP80. By regulating ABRA1 recruitment to damaged chromatin, ZMYM3 facilitates the fine-tuning of BRCA1 interactions with DNA damage sites and chromatin. Consistent with a role in regulating BRCA1 function, ZMYM3 deficiency results in impaired HR repair and genome instability. Thus, our work identifies a critical chromatin-binding DNA damage response factor, ZMYM3, which modulates BRCA1 functions within chromatin to ensure the maintenance of genome integrity.",Genes Dev.,2017,"['Leung JW', 'Makharashvili N', 'Agarwal P', 'Chiu LY', 'Pourpre R', 'Cammarata MB', 'Cannon JR', 'Sherker A', 'Durocher D', 'Brodbelt JS', 'Paull TT', 'Miller KM']"
28241481,Histone H3 Acetyl K9 and Histone H3 Tri Methyl K4 as Prognostic Markers for Patients with Cervical Cancer.,"Chromatin remodeling alters gene expression in carcinoma tissue. Although cervical cancer is the fourth most common cancer in women worldwide, a systematic study about the prognostic value of specific changes in the chromatin structure, such as histone acetylation or histone methylation, is missing. In this study, the expression of histone H3 acetyl K9, which is known to denote active regions at enhancers and promoters, and histone H3 tri methyl K4, which preferentially identifies active gene promoters, were examined as both show high metastatic potential. A panel of patients with cervical cancer was selected and the importance of the histone modifications concerning survival-time (overall survival and relapse-free survival) was analyzed in 250 cases. Histone H3 acetyl K9 staining was correlated with low grading, low FIGO (TNM classification and the International Federation of Gynecology and Obstetrics) status, negative N-status and low T-status in cervical cancer, showing a higher expression in adenocarcinoma than in squamous cell carcinoma. Cytoplasmic expression of histone H3 tri methyl K4 in a cervical cancer specimen was correlated with advanced T-status and poor prognosis. While cytoplasmic H3K4me3 expression seemed to be a marker of relapse-free survival, nuclear expression showed a correlation to poor prognosis in overall survival. Within this study, we analyzed the chemical modification of two histone proteins that are connected to active gene expression. Histone H3 acetyl K9 was found to be an independent marker of overall survival. Histone H3 tri methyl K4 was correlated with poor prognosis and it was found to be an independent marker of relapse-free survival. Therefore, we could show that chromatin remodeling plays an important role in cervical cancer biology.",Int J Mol Sci,2017,"['Beyer S', 'Zhu J', 'Mayr D', 'Kuhn C', 'Schulze S', 'Hofmann S', 'Dannecker C', 'Jeschke U', 'Kost BP']"
28241141,ENL links histone acetylation to oncogenic gene expression in acute myeloid leukaemia.,"Cancer cells are characterized by aberrant epigenetic landscapes and often exploit chromatin machinery to activate oncogenic gene expression programs. Recognition of modified histones by 'reader' proteins constitutes a key mechanism underlying these processes; therefore, targeting such pathways holds clinical promise, as exemplified by the development of bromodomain and extra-terminal (BET) inhibitors. We recently identified the YEATS domain as an acetyl-lysine-binding module, but its functional importance in human cancer remains unknown. Here we show that the YEATS domain-containing protein ENL, but not its paralogue AF9, is required for disease maintenance in acute myeloid leukaemia. CRISPR-Cas9-mediated depletion of ENL led to anti-leukaemic effects, including increased terminal myeloid differentiation and suppression of leukaemia growth in vitro and in vivo. Biochemical and crystal structural studies and chromatin-immunoprecipitation followed by sequencing analyses revealed that ENL binds to acetylated histone H3, and co-localizes with H3K27ac and H3K9ac on the promoters of actively transcribed genes that are essential for leukaemia. Disrupting the interaction between the YEATS domain and histone acetylation via structure-based mutagenesis reduced the recruitment of RNA polymerase II to ENL-target genes, leading to the suppression of oncogenic gene expression programs. Notably, disrupting the functionality of ENL further sensitized leukaemia cells to BET inhibitors. Together, our data identify ENL as a histone acetylation reader that regulates oncogenic transcriptional programs in acute myeloid leukaemia, and suggest that displacement of ENL from chromatin may be a promising epigenetic therapy, alone or in combination with BET inhibitors, for aggressive leukaemia.",Nature,2017,"['Wan L', 'Wen H', 'Li Y', 'Lyu J', 'Xi Y', 'Hoshii T', 'Joseph JK', 'Wang X', 'Loh YE', 'Erb MA', 'Souza AL', 'Bradner JE', 'Shen L', 'Li W', 'Li H', 'Allis CD', 'Armstrong SA', 'Shi X']"
28240985,A PALB2-interacting domain in RNF168 couples homologous recombination to DNA break-induced chromatin ubiquitylation.,"DNA double-strand breaks (DSB) elicit a ubiquitylation cascade that controls DNA repair pathway choice. This cascade involves the ubiquitylation of histone H2A by the RNF168 ligase and the subsequent recruitment of RIF1, which suppresses homologous recombination (HR) in G1 cells. The RIF1-dependent suppression is relieved in S/G2 cells, allowing PALB2-driven HR to occur. With the inhibitory impact of RIF1 relieved, it remains unclear how RNF168-induced ubiquitylation influences HR. Here, we uncover that RNF168 links the HR machinery to H2A ubiquitylation in S/G2 cells. We show that PALB2 indirectly recognizes histone ubiquitylation by physically associating with ubiquitin-bound RNF168. This direct interaction is mediated by the newly identified PALB2-interacting domain (PID) in RNF168 and the WD40 domain in PALB2, and drives DNA repair by facilitating the assembly of PALB2-containing HR complexes at DSBs. Our findings demonstrate that RNF168 couples PALB2-dependent HR to H2A ubiquitylation to promote DNA repair and preserve genome integrity.",Elife,2017,"['Luijsterburg MS', 'Typas D', 'Caron MC', 'Wiegant WW', 'van den Heuvel D', 'Boonen RA', 'Couturier AM', 'Mullenders LH', 'Masson JY', 'van Attikum H']"
28237615,Inhibition of DNA Methylation in the COL1A2 Promoter by Anacardic Acid Prevents UV-Induced Decrease of Type I Procollagen Expression.,"UV radiation decreases type I procollagen production mainly by inhibiting the transforming growth factor-β/Smad signaling pathway. Because further epigenetic regulatory mechanisms are unclear, we investigated the roles of DNA methylation and histone acetylation in UV-induced regulation of COL1A2 transcription in human dermal fibroblasts. Anacardic acid, a p300 histone acetyltransferase inhibitor, rescued the UV-induced decrease of type I procollagen expression in human dermal fibroblasts. Although UV irradiation induced global histone acetylation, it reduced the local recruitment of histone H3 acetylation as well as p300, and Smad2/3 to the p300 binding site (-1406/-1393), in the COL1A2 promoter as shown by chromatin immunoprecipitation. This effect was reversed by anacardic acid treatment. In contrast, pyrosequencing analysis showed that UV irradiation induced DNA methylation in the same region of the COL1A2 promoter, which was reversed by anacardic acid and a DNA methyltransferase inhibitor (5-AZA-2'-deoxycytidine). Inhibition of UV-induced DNA methylation led to an increase of UV-induced histone acetylation in the COL1A2 promoter and increased the recruitment of transcription factors, leading to up-regulation of type I collagen after UV irradiation. Collectively, our findings indicate that the epigenetic crosstalk between DNA methylation and histone acetylation plays a crucial role in COL1A2 transcription induced by UV irradiation.",J. Invest. Dermatol.,2017,"['Kim MK', 'Kim EJ', 'Cheng Y', 'Shin MH', 'Oh JH', 'Lee DH', 'Chung JH']"
28233440,Xeroderma pigmentosum group C protein interacts with histones: regulation by acetylated states of histone H3.,"In the mammalian global genome nucleotide excision repair pathway, two damage recognition factors, XPC and UV-DDB, play pivotal roles in the initiation of the repair reaction. However, the molecular mechanisms underlying regulation of the lesion recognition process in the context of chromatin structures remain to be understood. Here, we show evidence that damage recognition factors tend to associate with chromatin regions devoid of certain types of acetylated histones. Treatment of cells with histone deacetylase inhibitors retarded recruitment of XPC to sites of UV-induced DNA damage and the subsequent repair process. Biochemical studies showed novel multifaceted interactions of XPC with histone H3, which were profoundly impaired by deletion of the N-terminal tail of histone H3. In addition, histone H1 also interacted with XPC. Importantly, acetylation of histone H3 markedly attenuated the interaction with XPC in vitro, and local UV irradiation of cells decreased the level of H3K27ac in the damaged areas. Our results suggest that histone deacetylation plays a significant role in the process of DNA damage recognition for nucleotide excision repair and that the localization and functions of XPC can be regulated by acetylated states of histones.",Genes Cells,2017,"['Kakumu E', 'Nakanishi S', 'Shiratori HM', 'Kato A', 'Kobayashi W', 'Machida S', 'Yasuda T', 'Adachi N', 'Saito N', 'Ikura T', 'Kurumizaka H', 'Kimura H', 'Yokoi M', 'Sakai W', 'Sugasawa K']"
28232094,Chromatin reader ZMYND8 is a key target of all trans retinoic acid-mediated inhibition of cancer cell proliferation.,"All trans retinoic acid (ATRA), an active vitamin-A derivative, has been shown to regulate gene expression program and thus imparts anti-proliferative activity to cancer cells. Previously, we identified a dual histone reader ZMYND8 (zinc finger MYND (Myeloid, Nervy and DEAF-1)-type containing 8), to be a novel target of ATRA. In the present study, we attempted to decipher the detail mechanism of its transcription regulation. ATRA can reprogram the epigenetic landscape in the upstream regulatory region of ZMYND8 thereby promoting its expression. Interestingly, there is a unique H3K27Me3 to H3K27Ac switch upon ATRA-treatment. We show here that ATRA causes dynamic changes in recruitment of transcription factor YY1 in concert with HDAC1 at ZMYND8 promoter. Further, we show that ATRA treatment triggers an anti-proliferative activity in cancer cells through regulation of ZMYND8 expression. Subsequently, in 4T1-induced syngenic tumor mouse model, ATRA injection caused significant upregulation of ZMYND8. Overall our findings highlight a novel mechanism underlying ATRA-mediated changes in ZMYND8 expression which, in turn, activates the anti-proliferative program in a cancer cell. Thus, histone reader mediated modulation of epigenetic language could play a significant role in retinoid based therapeutic strategy which is well exploited to combat tumor growth.",Biochim Biophys Acta Gene Regul Mech,2017,"['Basu M', 'Khan MW', 'Chakrabarti P', 'Das C']"
