PMID,Title,Abstract,Journal,Year,Authors,
30402835,Effect of hypoxia on the Twist1 in EMT of cervical cancer cells.,"OBJECTIVE: To explore the effect of hypoxia on the Twist1 expression in epithelial-mesenchymal transition of the cervical cancer cells.
MATERIALS AND METHODS: In this study, we simulated the normoxia and hypoxia environment, where HeLa cells were cultured, respectively. Cell invasion ability was measured by the transwell assay, while the GLI-1 protein and mRNA expressions were measured by Real-time polymerase chain reaction (RT-PCR) and Western blot assays. After that, HeLa cells were transfected with the GLI-1-specific siRNA, followed by the measurement of mRNA and protein expressions using RT-PCR and Western blot assays, as well as the cell invasion ability by the transwell assay.
RESULTS: We found that in hypoxic environment, GLI-1 was up-regulated in HeLa cells, with enhanced invasion ability. However, silencing the expression of GLI-1 could reverse the up-regulation of GLI-1 compromising the invasion ability of HeLa cells.
CONCLUSIONS: Hypoxia may account for the increased invasion of HeLa cells, which is realized by the up-regulated GLI-1.",Eur Rev Med Pharmacol Sci,2018,"['Wang XH', 'He X', 'Jin HY', 'Liang JX', 'Li N']",
30401696,Circulating Tumor Cells with Stemness and Epithelial-to-Mesenchymal Transition Features Are Chemoresistant and Predictive of Poor Outcome in Metastatic Breast Cancer.,"Circulating tumor cells (CTCs) bearing phenotypes related to cancer stem cells (CSCs) and epithelial-to-mesenchymal transition (EMT) have been identified in breast cancer; however, their clinical significance is not clear. In the current study, we investigated the prognostic relevance of single CSC",Mol. Cancer Ther.,2019,"['Papadaki MA', 'Stoupis G', 'Theodoropoulos PA', 'Mavroudis D', 'Georgoulias V', 'Agelaki S']",
30400797,Periostin involved in the activated hepatic stellate cells-induced progression of residual hepatocellular carcinoma after sublethal heat treatment: its role and potential for therapeutic inhibition.,"BACKGROUND: Incomplete thermal ablation may induce invasiveness of hepatocellular carcinoma (HCC). Here, we investigated whether activated hepatic stellate cells (HSCs) would accelerate the progression of residual HCC after sublethal heat treatment, and thus sought to identify the potential targets.
METHODS: Hepatocellular carcinoma cells were exposed to sublethal heat treatment and then cultured with the conditioned medium from activated HSCs (HSC-CM). The cell proliferation, migration, invasion and parameters of epithelial-mesenchymal transition (EMT) were analyzed. In vivo tumor progression of heat-treated residual HCC cells inoculated with activated HSCs was studied in nude mice.
RESULTS: HSC-CM significantly enhanced the proliferation, motility, invasion, prominent EMT activation and decreased apoptosis of heat-exposed residual HCC cells. These increased malignant phenotypes were markedly attenuated by neutralizing periostin (POSTN) in HSC-CM. Furthermore, exogenous POSTN administration exerted the similar effects of HSC-CM on heat-treated residual HCC cells. POSTN induced the prominent activation of p52Shc and ERK1/2 via integrin β1 in heat-exposed residual HCC cells. Vitamin D analog calcipotriol blocked POSTN secretion from activated HSCs. Calcipotriol plus cisplatin significantly suppressed the activated HSCs-enhanced tumor progression of heat-treated residual HCC cells via the inhibited POSTN expression and the increased apoptosis.
CONCLUSIONS: Activated HSCs promote the tumor progression of heat-treated residual HCC through the release of POSTN, which could be inhibited by calcipotriol. Calcipotriol plus cisplatin could be used to thwart the accelerated progression of residual HCC after suboptimal heat treatment.",J Transl Med,2018,"['Zhang R', 'Lin XH', 'Ma M', 'Chen J', 'Chen J', 'Gao DM', 'Cui JF', 'Chen RX']",
30399372,Diacylglycerol kinase γ predicts prognosis and functions as a tumor suppressor by negatively regulating glucose transporter 1 in hepatocellular carcinoma.,"Diacylglycerol kinases (DGK) are a family of enzymes catalyzing the transformation of diacylglycerol into phosphatidic acid, which have been recognized as key regulators in cell signaling pathways. The role of DGKγ in human malignancies has seldom been studied. In this study, we investigated the role of DGKγ in hepatocellular carcinoma (HCC). We found that DGKγ was down-regulated in HCC tumor tissues and cell lines as compared to that in non-tumor tissues. The prognostic value of DGKγ expression was evaluated by Cox regression and Kaplan-Meier analyses. Lower DGKγ expression in tumor tissues was an independent prognostic factor for poor post-surgical overall survival. By using HDACs inhibitors treatment and ChIP-PCR, we discovered that histone H3 and H4 deacetylation mainly contributed to the downregulation of DGKγ expression. Functional studies revealed that ectopic expression of DGKγ inhibited cell proliferation and cell migration in HCC cells. Mechanism studies showed that DGKγ overexpression led to down regulation of GLUT1 protein level and AMPK activity, which result in glucose uptake suppression as well as lactate and ATP production declination. The decrease of GLUT1 level could be partially rescued by treatments with either DGK inhibitor and lysosome inhibitor, indicating DGKγ may down-regulate GLUT1 through its kinase activity and lysosome degradation process. Together, this study demonstrated that DGKγ plays a tumor suppressor role in HCC by negatively regulating GLUT1. DGKγ could be a novel prognostic indicator and therapeutic target for HCC.",Exp. Cell Res.,2018,"['Guo Z', 'Jia J', 'Yao M', 'Kang J', 'Wang Y', 'Yan X', 'Zhang L', 'Lv Q', 'Chen X', 'Lu F']",
30399175,Metformin reveals a mitochondrial copper addiction of mesenchymal cancer cells.,"The clinically approved drug metformin has been shown to selectively kill persister cancer cells through mechanisms that are not fully understood. To provide further mechanistic insights, we developed a drug surrogate that phenocopies metformin and can be labeled in situ by means of click chemistry. Firstly, we found this molecule to be more potent than metformin in several cancer cell models. Secondly, this technology enabled us to provide visual evidence of mitochondrial targeting with this class of drugs. A combination of fluorescence microscopy and cyclic voltammetry indicated that metformin targets mitochondrial copper, inducing the production of reactive oxygen species in this organelle, mitochondrial dysfunction and apoptosis. Importantly, this study revealed that mitochondrial copper is required for the maintenance of a mesenchymal state of human cancer cells, and that metformin can block the epithelial-to-mesenchymal transition, a biological process that normally accounts for the genesis of persister cancer cells, through direct copper targeting.",PLoS ONE,2018,"['Müller S', 'Versini A', 'Sindikubwabo F', 'Belthier G', 'Niyomchon S', 'Pannequin J', 'Grimaud L', 'Cañeque T', 'Rodriguez R']",
30397975,Recent progress in the emerging role of exosome in hepatocellular carcinoma.,"Exosomes are small membrane vesicles 50-150 nm in diameter released by a variety of cells, which contain miRNAs, mRNAs and proteins with the potential to regulate signalling pathways in recipient cells. Exosomes deliver nucleic acids and proteins to participate in orchestrating cell-cell communication and microenvironment modulation. In this review, we summarize recent progress in our understanding of the role of exosomes in hepatocellular carcinoma (HCC). This review focuses on recent studies on HCC exosomes, considering biogenesis, cargo and their effects on the development and progression of HCC, including chemoresistance, epithelial-mesenchymal transition, angiogenesis, metastasis and immune response. Finally, we discuss the clinical application of exosomes as a therapeutic agent for HCC.",Cell Prolif.,2019,"['Abudoureyimu M', 'Zhou H', 'Zhi Y', 'Wang T', 'Feng B', 'Wang R', 'Chu X']",
30397077,Senescent Breast Luminal Cells Promote Carcinogenesis through Interleukin-8-Dependent Activation of Stromal Fibroblasts.,"Aging and stress promote senescence, which has intrinsic tumor suppressor functions and extrinsic tumor promoting properties. Therefore, it is of utmost importance to delineate the effects of senescence inducers on the various types of cells that compose the different organs. We show here that primary normal breast luminal (NBL) cells are more sensitive than their corresponding stromal fibroblasts to proliferative as well as oxidative damage-induced senescence. Like fibroblasts, senescent NBL cells secreted elevated amounts of various cytokines, including interleukin-6 (IL-6) and IL-8, and expressed high levels of p16, p21, and p53, while lamin B1 was downregulated. When senescent, luminal cells activated stromal fibroblasts in an IL-8-dependent manner, through the activation of the STAT3 pathway. These myofibroblasts promoted the epithelial-to-mesenchymal transition and the stemness processes in breast cancer cells in a paracrine manner both ",Mol. Cell. Biol.,2019,"['Al-Khalaf HH', 'Ghebeh H', 'Inass R', 'Aboussekhra A']",
30396956,"Evodiamine Suppresses Survival, Proliferation, Migration and Epithelial-Mesenchymal Transition of Thyroid Carcinoma Cells.","BACKGROUND/AIM: The aim of this study was to evaluate the effect of evodiamine alone or in combination with chemotherapeutic agents on thyroid carcinoma cells.
MATERIALS AND METHODS: TPC-1 and SW1736 thyroid carcinoma cells were used. Cell viability, cytotoxic activity, apoptosis and migration were examined by applying appropriate methods. Drug combination analysis was performed.
RESULTS: Evodiamine treatment of cells decreased cell viability, and Bcl2 and phospho-AKT protein levels. Cytotoxic activity and the percentage of apoptotic cells increased. After co-treatment of wortmannin, cell viability, and phospho-AKT and Bcl2 protein levels decreased, and cytotoxic activity increased. In transforming growth factor-β-treated cells, evodiamine attenuated variations in morphology, growth and migration, and increased p21 and p53 protein levels, and decreased β-catenin, N-cadherin, vimentin, phospho-AKT, matrix metalloproteinase-2 and matrix metalloproteinase-9 protein levels. When cells were treated with both evodiamine and chemotherapeutic agents, all combination index values were lower than 1.0.
CONCLUSION: Evodiamine was cytotoxic towards thyroid carcinoma cells, and repression of AKT reinforced evodiamine-induced cytotoxicity. Furthermore, evodiamine ameliorated proliferation, migration and epithelial-mesenchymal transition, and synergized with chemotherapeutic agents.",Anticancer Res.,2018,"['Kim SH', 'Kang JG', 'Kim CS', 'Ihm SH', 'Choi MG', 'Lee SJ']",
30396950,Hypoxia Stimulates the Epithelial-to-Mesenchymal Transition in Lung Cancer Cells Through Accumulation of Nuclear β-Catenin.,"BACKGROUND/AIM: Recent studies implied a significant role of hypoxia-inducible factor-1α (HIF1α) in cell transformation. This study aimed to assess the effects of HIF1α on the epithelial-to-mesenchymal transition (EMT) and tumorigenesis of lung adenocarcinoma cells.
MATERIALS AND METHODS: Invasion, migration and colony formation assays were used to evaluate cell transformation. Expression of EMT-related markers were analyzed by western blot, reverse-transcription polymerase chain reaction or zymography. A luciferase assay was carried out to access the transcriptional activity of β-catenin.
RESULTS: Hypoxia enhanced migration, invasion and transformation of A549 lung adenocarcinoma cells. Hypoxic stimulation promoted the expression of EMT-related markers in lung cancer cells. The expression of HIF1α was found to be involved in hypoxia-mediated modulation of expression of snail family transcriptional repressors 1 (SNAI1) and 2 (SLUG). Hypoxia enhanced nuclear accumulation and transcriptional activity of β-catenin.
CONCLUSION: β-Catenin promotes expression of EMT-related genes and eventually contributes to the metastatic process.",Anticancer Res.,2018,"['Liu KH', 'Tsai YT', 'Chin SY', 'Lee WR', 'Chen YC', 'Shen SC']",
30396856,Salidroside improves the hypoxic tumor microenvironment and reverses the drug resistance of platinum drugs via HIF-1α signaling pathway.,"BACKGROUND: Hypoxia commonly occurs in solid tumors. The hypoxia in the center of solid tumors considerably decreases the chemosensitivity of tumor cells and induces epithelial-mesenchymal transition (EMT) as well as drug resistance of antitumor drugs.
METHODS: Here, the effects of salidroside (Sal) combined with platinum drugs on human hepatocellular carcinoma were examined in vitro and in vivo. We investigated the antitumor effects of Sal by inhibiting the drug resistance and explained its mechanism in inhibiting tumor growth.
FINDINGS: The results showed that Sal co-administration reverses the drug resistance of platinum drugs and suppressed metastasis induced by the hypoxic tumor microenvironment. Sal promoted the degradation of HIF-1α. In conclusion, Sal significantly increased the sensitivity to platinum drugs and inhibited hypoxia-induced EMT in hepatocellular carcinoma (HCC) through inhibiting HIF-1α signaling pathway.
INTERPRETATION: Therefore, Sal may be an effective platinum drug sensitizer that can improve the chemotherapeutic efficacy in patients with HCC.",EBioMedicine,2018,"['Qin Y', 'Liu HJ', 'Li M', 'Zhai DH', 'Tang YH', 'Yang L', 'Qiao KL', 'Yang JH', 'Zhong WL', 'Zhang Q', 'Liu YR', 'Yang G', 'Sun T', 'Yang C']",
30396168,Secreted Frizzled Related Protein 2 Modulates Epithelial-Mesenchymal Transition and Stemness via Wnt/β-Catenin Signaling in Choriocarcinoma.,"BACKGROUND/AIMS: Choriocarcinoma (CC) is a highly aggressive gestational trophoblastic neoplasia; however, the underlying molecular mechanisms of its invasiveness and metastasis remain poorly understood. Human secreted frizzled-related protein 2 (SFRP2) could function as a tumor promoter or suppressor in different tumors, yet the role it plays in CC's invasion and metastasis is thoroughly unclear. The current study was aimed to explore the function and underlying mechanism of SFRP2 in CC.
METHODS: The expression of SFRP2 in CC tissues was examined via immunohistochemistry. The methylation level and expression of SFRP2 in CC cell lines, JEG-3 and JAR were examined via bisulfite sequencing PCR (BSP), western blotting and quantitative RT-PCR. The biological role of increasing expressed SFRP2 through its promoter demethylation with 5-Aza-2'-deoxycytidine (5-Aza) was examined by a series of in vitro functional studies. Furthermore, lentivirus transfection technology was adopted to investigate the biological roles of SFRP2 knockdown in JEG-3 and JAR cells in vitro and in vivo. Moreover, its downstream signaling pathway was investigated.
RESULTS: SFRP2 was downregulated in CC tissues, and its expression was inversely related to its promoter hypermethylation frequency in JEG-3 and JAR cells. Increased SFRP2 through its promoter demethylation inhibited cell migration, invasion and colony formation in JEG-3 and JAR cells, whereas decreased SFRP2 reversed the epithelial-mesenchymal transition (EMT) process and stemness in JEG-3 and JAR cells both in vitro and vivo. Mechanistically, SFRP2 regulated the EMT and stemness of CC cell lines via canonical Wnt/β-catenin signaling, validated by the usage of a Wnt activator and inhibitor.
CONCLUSION: The current study indicates that downregulated SFRP2 has potent tumor-promotive effects in CC through the modulation of cancer stemness and the EMT phenotype via activation of Wnt/β-catenin signaling in vitro and in vivo.",Cell. Physiol. Biochem.,2018,"['Zeng X', 'Zhang Y', 'Xu H', 'Zhang T', 'Xue Y', 'An R']",
30393159,"Loss of TMEM126A promotes extracellular matrix remodeling, epithelial-to-mesenchymal transition, and breast cancer metastasis by regulating mitochondrial retrograde signaling.","TMEM126A is a mitochondrial transmembrane protein, and its functions in breast cancer progression remain unclear. In this study, via the iTRAQ assay using primary and metastatic breast cancer cell models, we found that TMEM126A expression decreased in metastatic cells. We further confirmed that low TMEM126A expression correlated with tumor progression and poor prognosis in patients. The downregulation of TMEM126A in breast cancer cell lines significantly enhanced the metastatic properties in vitro and in vivo, whereas its overexpression decreased the metastatic potential of cell lines. Mechanistic studies based on RNA-sequencing indicated that TMEM126A might regulate cell metastasis via ECM-receptor interaction, focal adhesions, and actin cytoskeleton, among other processes. Furthermore, the loss of TMEM126A activated extracellular matrix (ECM) remodeling and promoted epithelial-to-mesenchymal transition (EMT). Moreover, TMEM126A silencing induced reactive oxygen species (ROS) production and mitochondrial membrane potential depolarization. The ROS scavengers reversed ECM remodeling and EMT mediated by TMEM126A. Collectively, our findings show that the loss of TMEM126A induces mitochondrial dysfunction and subsequently metastasis by activating ECM remodeling and EMT. These findings suggest that TMEM126A is a novel suppressor of metastasis and that it can be a potential prognostic indicator for patients with breast cancer.",Cancer Lett.,2019,"['Sun HF', 'Yang XL', 'Zhao Y', 'Tian Q', 'Chen MT', 'Zhao YY', 'Jin W']",
30392905,Transforming growth factor alpha promotes tumorigenesis and regulates epithelial-mesenchymal transition modulation in colon cancer.,"Colon cancer is one of the most common cancers in the developed countries. The association between transforming growth factor TGFα and human cancer incidence has been suggested, yet, the regulatory roles of TGFα and the molecular mechanisms remain unknown, especially in colon cancer. We aim to investigate the functional regulations of TGFα in colon cancer progression. Two colon cancer cell lines were applied, and plasmid overexpression and siRNA-mediated depletion techniques were used to verify the role of TGFα in colon cancer. Cell proliferation was analyzed by MTS assay and colony formation assay, and western blot assay was used to examine protein expression. Migration, invasion, and reporter assays were also carried out to study the regulations of TGFα in colon cancer. Our results evidenced that expression of TGFα facilitates short-term and long-term proliferations of colon cancer cells. Moreover, TGFα was suggested as a migration-and-invasion promoting factor of colon cancer. Finally, our data indicated that TGFα modulates epithelial-mesenchymal transition (EMT) markers and NFκB signaling pathway in colon cancer cells. We provide the first time evidence of the promoting role TGFα plays in colon cancer tumorigenesis with proposed regulatory mechanisms involving EMT alteration and NFκB signaling pathway.",Biochem. Biophys. Res. Commun.,2018,"['Yu CY', 'Chang WC', 'Zheng JH', 'Hung WH', 'Cho EC']",
30392789,"NEO212, a conjugate of temozolomide and perillyl alcohol, blocks the endothelial-to-mesenchymal transition in tumor-associated brain endothelial cells in glioblastoma.","As the endothelial-to-mesenchymal transition (EndMT) supports the pro-angiogenic and invasive characteristics of glioblastoma multiforme (GBM), blocking this process would be a promising approach to inhibit tumor progression and recurrence. Here, we demonstrate that glioma stem cells (GSC) induce EndMT in brain endothelial cells (BEC). TGF-β signaling is necessary, but not sufficient to induce this EndMT process. Cell-to-cell contact and the contribution of Notch signaling are also required. NEO212, a conjugate of temozolomide and perillyl alcohol, blocks EndMT induction and reverts the mesenchymal phenotype of tumor-associated BEC (TuBEC) by blocking TGF-β and Notch pathways. Consequently, NEO212 reduces the invasiveness and pro-angiogenic properties associated with TuBEC, without affecting control BEC. Intracranial co-implantation of BEC and GSC in athymic mice showed that EndMT occurs in vivo, and can be blocked by NEO212, supporting the potential clinical value of NEO212 for the treatment of GBM.",Cancer Lett.,2019,"['Marín-Ramos NI', 'Jhaveri N', 'Thein TZ', 'Fayngor RA', 'Chen TC', 'Hofman FM']",
30392315,[Hypoxia-inducible factor-1α is involved in arsenite-induced epithelial-mesenchymal transition and malignant transformation of human liver epithelial cells via regulating Snail].,,Zhonghua Yu Fang Yi Xue Za Zhi,2018,"['Dai XY', 'Chen C', 'Wang DP', 'Zhang AH', 'Liu QZ']",
30391782,Cancer-associated fibroblast (CAF)-derived IL32 promotes breast cancer cell invasion and metastasis via integrin β3-p38 MAPK signalling.,"Metastasis is the leading cause of breast cancer-related deaths. Cancer-associated fibroblasts (CAFs), the predominant stromal cell type in the breast tumour microenvironment, may contribute to cancer progression through interaction with tumour cells. Nonetheless, little is known about the details of the underlying mechanism. Here we found that interaction of interleukin 32 (IL32) with integrin β3 (encoded by ITGB3; a member of the integrin family) mediating the cross-talk between CAFs and breast cancer cells plays a crucial role in CAF-induced breast tumour invasiveness. IL32, an 'RGD' motif-containing cytokine, was found to be abundantly expressed in CAFs. Integrin β3 turned out to be up-regulated in breast cancer cells during epithelial-mesenchymal transition (EMT). CAF-derived IL32 specifically bound to integrin β3 through the RGD motif, thus activating intracellular downstream p38 MAPK signalling in breast cancer cells. This signalling increased the expression of EMT markers (fibronectin, N-cadherin, and vimentin) and promoted tumour cell invasion. Counteracting IL32 activity, a knockdown of IL32 or integrin β3 led to specific inactivation of p38 MAPK signalling in tumour cells. Blockage of the p38 MAPK pathway also diminished IL32-induced expression of EMT markers and breast cancer cell invasion and metastasis. Thus, our data indicate that CAF-secreted IL32 promotes breast cancer cell invasion and metastasis via integrin β3-p38 MAPK signalling.",Cancer Lett.,2019,"['Wen S', 'Hou Y', 'Fu L', 'Xi L', 'Yang D', 'Zhao M', 'Qin Y', 'Sun K', 'Teng Y', 'Liu M']",
30391358,Exploiting Honokiol-induced ER stress CHOP activation inhibits the growth and metastasis of melanoma by suppressing the MITF and β-catenin pathways.,"There is increasing global incidence of highly metastatic melanoma and therapeutic strategies like those focusing on the downstream beta-catenin/MITF axis of invading melanoma cells are urgently needed. Targeting endoplasmic reticulum (ER) stress can promote cancer cell death and inhibit epithelial mesenchymal transition (EMT) in metastatic tumors. This study aimed to determine if Honokiol could promote ER stress-dependent apoptosis and regulate metastatic melanoma. The therapeutic efficacy of Honokiol was assessed using the highly metastatic melanoma xenograft mouse model for peritoneal metastasis and evaluated by computed tomography imaging. The ER stress marker, Calpain-10, delineated a novel proteolytic cleavage enzyme, while CHOP/GADD153-regulated apoptosis was used for gene silencing to determine the role of the β-catenin/MITF axis in melanoma cells. The results showed that Honokiol effectively decreased peritoneal dissemination and organ metastasis via ER stress activation and EMT marker inhibition. Knockdown Calpain-10 or CHOP/GADD153 blocked all of the biological effects in Honokiol-induced β-catenin/MITF cleavage, ERSE or TCF/LEF luciferase activity, and β-catenin kinase activity. These findings suggest that Honokiol can significantly thwart the progression of highly metastatic melanoma using the β-catenin/MITF axis via prompt Calpain-10 and CHOP/GADD153 regulated cascades.",Cancer Lett.,2019,"['Chiu CS', 'Tsai CH', 'Hsieh MS', 'Tsai SC', 'Jan YJ', 'Lin WY', 'Lai DW', 'Wu SM', 'Hsing HY', 'Arbiser JL', 'Sheu ML']",
30391209,The epithelial-mesenchymal transition induces aggressivity of mucinous cystic neoplasm of the pancreas with neuroendocrine component: An immunohistochemistry study.,"BACKGROUND: Pancreatic mucinous cystic neoplasms (MCN) are rare tumors that are usually diagnosed in females.
MATERIALS AND METHODS: In our department, only four of the 109 consecutive cases of pancreatic tumors (3.67%) were diagnosed as MCNs. In this report, we present the characteristics of these four specific cases which also showed unusual HER-2 positivity and neuroendocrine differentiation.
RESULTS: The four MCNs were diagnosed in patients with ages between 46 and 75 years. Other clinical particularities were the following: one benign case, splenic rupture as result of a giant cystic tumor on the tail of the pancreas directly invading the spleen in the second one, metastases in the accessory spleen in the third one and invasion of the abdominal vessels in the fourth case. In all of these cases, the ovarian-like stroma tested positivity for calretinin, progesterone receptor (PR) and, in cases 2 and 3, for AE1/AE3 keratin. The malignant tumor cells were marked by carcinoembryonic antigen, HER-2, maspin, PR and the neuroendocrine markers synaptophysin, CD56, and neuron-specific enolase.
CONCLUSIONS: These cases highlight the unusually aggressive behavior of pancreatic MCN with invasive carcinomas that share mixed exo- and endocrine components and show epithelial-mesenchymal transition.",Pathol. Res. Pract.,2019,"['Gurzu S', 'Bara T', 'Molnar C', 'Bara T', 'Butiurca V', 'Beres H', 'Savoji S', 'Jung I']",
30390003,"Potassium usnate, a water-soluble usnic acid salt, shows enhanced bioavailability and inhibits invasion and metastasis in colorectal cancer.","Usnic acid (UA), a lichen secondary substance, has considerable anticancer activity in vitro, whereas its effect in vivo is limited. Here, potassium usnate (KU) was prepared by the salinization of UA to enhance its water solubility. KU showed increased bioavailability compared with UA in the tumor, liver, and plasma of a CT26 syngeneic mouse tumor xenograft model after oral administration, as determined by LC-MS/MS analysis. KU exhibited potent anticancer effects on colorectal cancer cells and inhibited liver metastasis in an orthotopic murine colorectal cancer model. KU treatment downregulated the epithelial-mesenchymal markers Twist, Snail, and Slug and the metastasis-related genes CAPN1, CDC42, CFL1, IGF1, WASF1, and WASL in cells and tumor tissues. The present results suggest the potential application of the water-soluble form of UA, KU, in anticancer therapy.",Sci Rep,2018,"['Yang Y', 'Bae WK', 'Lee JY', 'Choi YJ', 'Lee KH', 'Park MS', 'Yu YH', 'Park SY', 'Zhou R', 'Taş İ', 'Gamage C', 'Paik MJ', 'Lee JH', 'Chung IJ', 'Kim KK', 'Hur JS', 'Kim SK', 'Ha HH', 'Kim H']",
30389910,Downregulation of ASPP2 promotes gallbladder cancer metastasis and macrophage recruitment via aPKC-ι/GLI1 pathway.,"Gallbladder cancer (GBC) is a highly malignant bile duct cancer with poor prognosis due to early invasion and metastasis. However, the molecular mechanisms through which GBC cells interact with the tumor microenvironment (TME) remain poorly understood. Here, we examined the role of the tumor suppressor apoptosis-stimulating of p53 protein 2 (ASPP2) in regulating GBC invasion and metastasis and macrophage recruitment. The clinicopathological significance of ASPP2 expression was measured by immunohistochemical analysis in 72 patients with GBC. Lentivirus-mediated knockdown or overexpression of ASPP2 was used to investigate the biological functions and molecular mechanisms of ASPP2 in GBC cells. Our data showed that downregulation of ASPP2 in patients with GBC was linked to poor prognosis. Knockdown of ASPP2 induced epithelial-mesenchymal transition (EMT) in GBC cells and influenced the TME. Mechanistically, we further confirmed that ASPP2 affected the expression and protein binding between atypical protein kinase C (aPKC)-ι and glioma-associated oncogene homolog 1 (GLI1). ASPP2 also induced C-C motif chemokine ligand (CCL) 2, CCL5, and tumor necrosis factor-α secretion by cancer cells, thereby promoting macrophage recruitment. The latter also induced EMT-like changes in GBC. Furthermore, ASPP2 deficiency regulated GLI1 transcriptional activity via the noncanonical Hedgehog (Hh) pathway and aPKC-ι/GLI1 signaling loop and promoted GLI1 nuclear localization and binding to the promoters of target genes. Our findings revealed that downregulation of ASPP2 promoted GBC invasion and metastasis through the aPKC-ι/GLI1 pathway and enhanced macrophage recruitment. Thus, ASPP2/aPKC-ι/GLI1 pathway may be a potential therapeutic target for the treatment of GBC.",Cell Death Dis,2018,"['Tian L', 'Deng Z', 'Xu L', 'Yang T', 'Yao W', 'Ji L', 'Lu Y', 'Zhang J', 'Liu Y', 'Wang J']",
30389404,Epithelial-mesenchymal transition: Initiation by cues from chronic inflammatory tumor microenvironment and termination by anti-inflammatory compounds and specialized pro-resolving lipids.,"Epithelial mesenchymal transition (EMT) is a biological process that plays a critical role in cancer progression. Blocking the process of EMT can be an essential strategy in the development of anticancer drugs. In this paper, we briefly introduce recent research trends and issues of EMT, focusing on the relationship of EMT with the entire cycle of inflammation (from initiation to resolution of inflammation). Recent findings on the relationship between EMT and immune evasion are discussed. We will also explore the importance of controlling inflammation by anti-inflammatory compounds and specialized pro-resolving lipids to inhibit EMT process in cancer.",Biochem. Pharmacol.,2018,['Lee CH'],
30388870,"Solute Carrier Family 27 Member 4 (SLC27A4) Enhances Cell Growth, Migration, and Invasion in Breast Cancer Cells.","Fatty acid metabolism is important in the regulation of breast cancer progression. Some of the proteins involved in fatty acid transport have been demonstrated to promote the proliferation, migration, and invasion in breast cancer cells. Solute carrier family 27 member 4 (SLC27A4) is a fatty acid transporter protein and is related to very long chain acyl-CoA synthetase activity. In the present study, bioinformatic analysis revealed that relatively high SLC27A4 expression was observed in all subtypes of breast tumor tissues when compared to normal breast tissues. Silencing SLC27A4 expression significantly reduced uptake of free fatty acids in two breast cancer cell lines, Hs578T and MDA-MB-231. Cell growth inhibition was observed in SLC27A4-silenced Hs578T and cell cycle was arrested at G2/M. In addition, the capacity of migration and invasion decreased in both cell lines after knockdown of SLC27A4. The epithelial⁻mesenchymal transition signaling pathway was inhibited because protein expression of Slug, vimentin, α-smooth muscle actin, and other regulators was lower than that in control cells. Taken together, our results confirm that high SLC27A4 is associated with tumor progression in breast cancer cells. It is worth investigating whether SLC27A4 serves a diagnostic marker and therapeutic target in further studies.",Int J Mol Sci,2018,"['Yen MC', 'Chou SK', 'Kan JY', 'Kuo PL', 'Hou MF', 'Hsu YL']",
30387838,Dexamethasone-induced inhibition of miR-132 via methylation promotes TGF-β-driven progression of pancreatic cancer.,"Glucocorticoids (GCs) such as dexamethasone (DEX) are administered as cancer co‑treatment for palliative purposes due to their pro‑apoptotic effects in lymphoid cancer and limited side effects associated with cancer growth and chemotherapy. However, there is emerging evidence that GCs induce therapy resistance in most epithelial tumors. Our recent data reveal that DEX promotes the progression of pancreatic ductal adenocarcinoma (PDA). In the present study, we examined 1 primary and 2 established PDA cell lines, and 35 PDA tissues from patients who had received (n=14) or not received (n=21) GCs prior to surgery. Through microRNA microarray analysis, in silico, and RT‑qPCR analyses, we identified 268 microRNAs differentially expressed between DEX‑treated and untreated cells. With a focus on cancer progression, we selected miR‑132 and its target gene, transforming growth factor-β2 (TGF‑β2), as top candidates. miR‑132 mimics directly bound to the 3' untranslated region (3'UTR) of a TGF‑β2 luciferase construct and enhanced expression, as shown by increased luciferase activity. By contrast, DEX inhibited miR‑132 expression via promoter methylation. miR‑132 mimics also reduced DEX‑induced clonogenicity, migration and expression of vimentin and E‑cadherin in vitro and in tumor xenografts. In patients, GC intake prior to surgery enhanced global hypermethylation and expression of TGF‑β2 in tissues; expression of miR‑132 was detected but could not be quantified. Our results demonstrate that DEX‑mediated inhibition of miR‑132 is a key mediator in the progression of pancreatic cancer, and the findings provide a foundation for miRNA‑based therapies.",Int. J. Oncol.,2019,"['Abukiwan A', 'Nwaeburu CC', 'Bauer N', 'Zhao Z', 'Liu L', 'Gladkich J', 'Gross W', 'Benner A', 'Strobel O', 'Fellenberg J', 'Herr I']",
